name_en,weapon_type,name_ja,name_fr,name_it,name_de,name_es,name_pt,name_pl,name_ru,name_ko,name_zh,name_ar
Myth Gold Scimitar,sword-and-shield,金色の剣・幻,Cimeterre d'or - Kirin,Scimitarra oro Kirin,"Gold-Scimitar ""Kirin""",Alfanje Áureo (Kirin),Cimit. Ouro Kirin,Złoty Bułat z Kirina,Золот. шамшир кирина,금빛 검-환,金色的劍‧幻,سيف معقوف كيرين الذهبي
"Taroth Slicer ""Glutton""",sword-and-shield,ガイラスライサー・賊,Falcata Taroth - Jag,"Graffio Taroth ""Jagras""","Taroth-Schlitzer ""Jagras""",Tizona Taroth (Jagras),Corte Taroth Jagras,Majcher Taroth „Jagras”,Зуб тарот: яграс,가이라슬라이서-적,鎧羅切刀‧賊,"شاطر تاروث ""جاغراس"""
"Taroth Slicer ""Spew""",sword-and-shield,ガイラスライサー・毒妖,Falcata Taroth - Pukei,"Graffio Taroth ""Pukei""","Taroth-Schlitzer ""Pukei""",Tizona Taroth (Pukei),Corte Taroth Pukei,Majcher Taroth „Pukei”,Зуб тарот: поки,가이라슬라이서-독요,鎧羅切刀‧毒妖,"شاطر تاروث ""بوكي"""
"Taroth Slicer ""Mud""",sword-and-shield,ガイラスライサー・土砂,Falcata Taroth - Barroth,"Graffio Taroth ""Barroth""","Taroth-Schlitzer ""Barroth""",Tizona Taroth (Barroth),Corte Taroth Barroth,Majcher Taroth „Barroth”,Зуб тарот: баррот,가이라슬라이서-토사,鎧羅切刀‧土砂,"شاطر تاروث ""باروث"""
"Taroth Slicer ""Rage""",sword-and-shield,ガイラスライサー・蛮顎,Falcata Taroth - Anja,"Graffio Taroth ""Anja""","Taroth-Schlitzer ""Anja""",Tizona Taroth (Anja),Corte Taroth Anja,Majcher Taroth „Anja”,Зуб тарот: аньянат,가이라슬라이서-만악,鎧羅切刀‧蠻顎,"شاطر تاروث ""أنجا"""
"Taroth Slicer ""Numb""",sword-and-shield,ガイラスライサー・痺賊,Falcata Taroth - Girros,"Graffio Taroth ""Girros""","Taroth-Schlitzer ""Girros""",Tizona Taroth (Girros),Corte Taroth Girros,Majcher Taroth „Girros”,Зуб тарот: гиррос,가이라슬라이서-비적,鎧羅切刀‧痺賊,"شاطر تاروث ""غيروس"""
"Taroth Slicer ""Drifter""",sword-and-shield,ガイラスライサー・浮空,Falcata Taroth - Pao,"Graffio Taroth ""Lumu""","Taroth-Schlitzer ""Paolumu""",Tizona Taroth (Paolumu),Corte Taroth Paolumu,Majcher Taroth „Paolumu”,Зуб тарот: паолуму,가이라슬라이서-부공,鎧羅切刀‧浮空,"شاطر تاروث ""باولومو"""
"Taroth Slicer ""Stream""",sword-and-shield,ガイラスライサー・風漂,Falcata Taroth - Legia,"Graffio Taroth ""Legia""","Taroth-Schlitzer ""Legia""",Tizona Taroth (Legia),Corte Taroth Legia,Majcher Taroth „Legia”,Зуб тарот: легиана,가이라슬라이서-풍표,鎧羅切刀‧風漂,"شاطر تاروث ""ليغيانا"""
"Taroth Slicer ""Tar""",sword-and-shield,ガイラスライサー・骨鎚,Falcata Taroth - Rado,"Graffio Taroth ""Baan""","Taroth-Schlitzer ""Baan""",Tizona Taroth (Radobaan),Corte Taroth Radob.,Majcher Taroth „Radobaan”,Зуб тарот: радобаан,가이라슬라이서-골추,鎧羅切刀‧骨鎚,"شاطر تاروث ""رادوبان"""
"Taroth Slicer ""King""",sword-and-shield,ガイラスライサー・王,Falcata Taroth - Roi,"Graffio Taroth ""Re""","Taroth-Schlitzer ""Rathalos""",Tizona Taroth (Rathalos),Corte Taroth Rei,Majcher Taroth „Król”,Зуб тарот: раталос,가이라슬라이서-왕,鎧羅切刀‧王,"شاطر تاروث ""الملك"""
"Taroth Slicer ""Myth""",sword-and-shield,ガイラスライサー・幻,Falcata Taroth - Kirin,"Graffio Taroth ""Kirin""","Taroth-Schlitzer ""Kirin""",Tizona Taroth (Kirin),Corte Taroth Kirin,Majcher Taroth „Kirin”,Зуб тарот: кирин,가이라슬라이서-환,鎧羅切刀‧幻,"شاطر تاروث ""كيرين"""
"Taroth Slicer ""Water""",sword-and-shield,ガイラスライサー・水,Falcata Taroth - Eau,"Graffio Taroth ""Acqua""","Taroth-Schlitzer ""Wasser""",Tizona Taroth (agua),Corte Taroth Água,Majcher Taroth „Woda”,Зуб тарот: вода,가이라슬라이서-물,鎧羅切刀‧水,"شاطر تاروث ""الماء"""
"Taroth Slicer ""Dragon""",sword-and-shield,ガイラスライサー・龍,Falcata Taroth - Dragon,"Graffio Taroth ""Drago""","Taroth-Schlitzer ""Drache""",Tizona Taroth (draco),Corte Taroth Dragão,Majcher Taroth „Smok”,Зуб тарот: дракон,가이라슬라이서-용,鎧羅切刀‧龍,"شاطر تاروث ""التنين"""
"Taroth Slicer ""Blast""",sword-and-shield,ガイラスライサー・爆破,Falcata Taroth - Explosion,"Graffio Taroth ""Scoppio""","Taroth-Schlitzer ""Explosion""",Tizona Taroth (nitro),Corte Taroth Explos.,Majcher Taroth „Wybuch”,Зуб тарот: взрыв,가이라슬라이서-폭파,鎧羅切刀‧爆破,"شاطر تاروث ""الانفجار"""
"Taroth Slicer ""Fire""",sword-and-shield,ガイラスライサー・火,Falcata Taroth - Feu,"Graffio Taroth ""Fuoco""","Taroth-Schlitzer ""Feuer""",Tizona Taroth (fuego),Corte Taroth Fogo,Majcher Taroth „Ogień”,Зуб тарот: огонь,가이라슬라이서-불,鎧羅切刀‧火,"شاطر تاروث ""نار"""
Gold Water Twinblades,dual-blades,金色の双剣・水,Cinquedea d'or - Eau,Gemelli oro acqua,"Goldzwillinge ""Wasser""",Espadas Áureas (agua),Lamigêmeas Água Ouro,Bliźniaki Złotej Wody,Золотые клинки воды,금빛 쌍검-물,金色的雙劍‧水,نصل الماء الثنائي
Gold Ice Twinblades,dual-blades,金色の双剣・氷,Cinquedea d'or - Glace,Gemelli oro ghiaccio,"Goldzwillinge ""Eis""",Espadas Áureas (hielo),Lamigêmeas Gelo Ouro,Bliźniaki Złotego Lodu,Золотые клинки льда,금빛 쌍검-얼음,金色的雙劍‧冰,نصل الثلج الثنائي
Gold Poison Twinblades,dual-blades,金色の双剣・毒,Cinquedea d'or - Poison,Gemelli oro veleno,"Goldzwillinge ""Gift""",Espadas Áureas (veneno),Lamigêmeas Ven. Ouro,Bliźniaki Złotej Trucizny,Золотые клинки яда,금빛 쌍검-독,金色的雙劍‧毒,نصل السم الثنائي
Thief Gold Twinblades,dual-blades,金色の双剣・掻,Cinquedea d'or - Kulu,Gemelli oro Kulu,"Goldzwillinge ""Kulu""",Espadas Áureas (Kulu),Lamigêmeas Ouro Kulu,Złote Bliźniaki z Kulu,Золотые клинки кулу,금빛 쌍검-조,金色的雙劍‧搔,نصل ثنائي كولو الذهبي
Mire Gold Twinblades,dual-blades,金色の双剣・泥魚,Cinquedea d'or - Jyura,Gemelli oro Jyura,"Goldzwillinge ""Jyura""",Espadas Áureas (Jyura),Lamig. Ouro Jyura,Złote Bliźniaki z Jyura,Зол. клинки юратода,금빛 쌍검-이어,金色的雙劍‧泥魚,نصل ثنائي جيورا الذهبي
Spark Gold Twinblades,dual-blades,金色の双剣・飛雷,Cinquedea d'or - Kada,Gemelli oro Kadachi,"Goldzwillinge ""Kadachi""",Espadas Áureas (Kadachi),Lamig. Ouro Kadachi,Złote Bliźniaki z Kadachi,Золот. клинки кадачи,금빛 쌍검-비뢰,金色的雙劍‧飛雷,نصل ثنائي كاداتشي الذهبي
Rage Gold Twinblades,dual-blades,金色の双剣・蛮顎,Cinquedea d'or - Anja,Gemelli oro Anja,"Goldzwillinge ""Anja""",Espadas Áureas (Anja),Lamigêmeas Ouro Anja,Złote Bliźniaki z Anja,Зол. клинки аньяната,금빛 쌍검-만악,金色的雙劍‧蠻顎,نصل ثنائي أنجا الذهبي
Lurk Gold Twinblades,dual-blades,金色の双剣・黒甲,Cinquedea d'or - Horn,Gemelli oro Hornetaur,"Goldzwillinge ""Hornetaur""",Espadas Áureas (Hornet.),Lamig. Ouro Chifrot.,Złote Bliźniaki z Hornetaura,Зол. клинки рог-вра,금빛 쌍검-흑갑,金色的雙劍‧黑甲,نصل ثنائي هورنتور الذهبي
Flash Gold Twinblades,dual-blades,金色の双剣・眩,Cinquedea d'or - Tzitzi,Gemelli oro Tzitzi,"Goldzwillinge ""Tzitzi""",Espadas Áureas (Tzitzi),Lamig. Ouro Tzitzi,Złote Bliźniaki z Tzitzi,Золотые клинки цици,금빛 쌍검-현,金色的雙劍‧眩,نصل ثنائي تسيتسي الذهبي
Claw Gold Twinblades,dual-blades,金色の双剣・惨爪,Cinquedea d'or - Odo,Gemelli oro Odo,"Goldzwillinge ""Odo""",Espadas Áureas (Odogar.),Lamigêmeas Ouro Odo,Złote Bliźniaki z Odo,Зол. клинки одогар-а,금빛 쌍검-참조,金色的雙劍‧慘爪,نصل ثنائي أودوغارون الذهبي
Horn Gold Twinblades,dual-blades,金色の双剣・角,Cinquedea d'or - Diablos,Gemelli oro Diablos,"Goldzwillinge ""Diablos""",Espadas Áureas (Diablos),Lamig. Ouro Diablos,Złote Bliźniaki z Diablosa,Зол. клинки диаблоса,금빛 쌍검-각,金色的雙劍‧角,نصل ثنائي ديابلوس الذهبي
Erupter Gold Twinblades,dual-blades,金色の双剣・溶岩,Cinquedea d'or - Lava,Gemelli oro Lava,"Goldzwillinge ""Lavasioth""",Espadas Áureas (Lavasth.),Lamig. Ouro Lavas.,Złote Bliźniaki z Lavasiotha,Зол. клинки лавас-та,금빛 쌍검-용암,金色的雙劍‧熔岩,نصل ثنائي لافاسيوث الذهبي
Magma Gold Twinblades,dual-blades,金色の双剣・熔山,Cinquedea d'or - Zorah,Gemelli oro Zorah,"Goldzwillinge ""Zorah""",Espadas Áureas (Zorah),Lamig. Ouro Zorah,Złote Bliźniaki z Zoraha,Золотые клинки Дзоры,금빛 쌍검-용산,金色的雙劍‧熔山,نصل ثنائي زوراه الذهبي
"Taroth Daggers ""Thief""",dual-blades,ガイラダガー・掻,Dagues Taroth - Kulu,"Pugnali Taroth ""Kulu""","Taroth-Dolche ""Kulu""",Dagas Taroth (Kulu),Adaga Taroth Kulu,Sztylety Taroth „Kulu”,Ножи тарот: кулу,가이라대거-조,鎧羅小刀‧搔,"خناجر تاروث ""كولو"""
"Taroth Daggers ""Mire""",dual-blades,ガイラダガー・泥魚,Dagues Taroth - Jyura,"Pugnali Taroth ""Jyura""","Taroth-Dolche ""Jyura""",Dagas Taroth (Jyura),Adaga Taroth Jyura,Sztylety Taroth „Jyura”,Ножи тарот: юратод,가이라대거-이어,鎧羅小刀‧泥魚,"خناجر تاروث ""جيورا"""
"Taroth Daggers ""Spark""",dual-blades,ガイラダガー・飛雷,Dagues Taroth - Kada,"Pugnali Taroth ""Kadachi""","Taroth-Dolche ""Kadachi""",Dagas Taroth (Kadachi),Adaga Taroth Kadachi,Sztylety Taroth „Kadachi”,Ножи тарот: кадачи,가이라대거-비뢰,鎧羅小刀‧飛雷,"خناجر تاروث ""كاداتشي"""
"Taroth Daggers ""Rage""",dual-blades,ガイラダガー・蛮顎,Dagues Taroth - Anja,"Pugnali Taroth ""Anja""","Taroth-Dolche ""Anja""",Dagas Taroth (Anja),Adaga Taroth Anja,Sztylety Taroth „Anja”,Ножи тарот: аньянат,가이라대거-만악,鎧羅小刀‧蠻顎,"خناجر تاروث ""أنجا"""
"Taroth Daggers ""Lurk""",dual-blades,ガイラダガー・黒甲,Dagues Taroth - Horn,"Pugnali Taroth ""Hornetaur""","Taroth-Dolche ""Hornetaur""",Dagas Taroth (Hornetaur),Adaga Taroth Chifr.,Sztylety Taroth „Hornetaur”,Ножи тарот: роготавр,가이라대거-흑갑,鎧羅小刀‧黑甲,"خناجر تاروث ""هورنتور"""
"Taroth Daggers ""Flash""",dual-blades,ガイラダガー・眩,Dagues Taroth - Tzitzi,"Pugnali Taroth ""Tzitzi""","Taroth-Dolche ""Tzitzi""",Dagas Taroth (Tzitzi),Adaga Taroth Tzitzi,Sztylety Taroth „Tzitzi”,Ножи тарот: цици,가이라대거-현,鎧羅小刀‧眩,"خناجر تاروث ""تسيتسي"""
"Taroth Daggers ""Claw""",dual-blades,ガイラダガー・惨爪,Dagues Taroth - Odo,"Pugnali Taroth ""Odo""","Taroth-Dolche ""Odo""",Dagas Taroth (Odogaron),Adaga Taroth Odo,Sztylety Taroth „Odo”,Ножи тарот: одогарон,가이라대거-참조,鎧羅小刀‧慘爪,"خناجر تاروث ""أودوغارون"""
"Taroth Daggers ""Horn""",dual-blades,ガイラダガー・角,Dagues Taroth - Diablos,"Pugnali Taroth ""Diablos""","Taroth-Dolche ""Diablos""",Dagas Taroth (Diablos),Adaga Taroth Diablos,Sztylety Taroth „Diablos”,Ножи тарот: диаблос,가이라대거-각,鎧羅小刀‧角,"خناجر تاروث ""ديابلوس"""
"Taroth Daggers ""Erupter""",dual-blades,ガイラダガー・溶岩,Dagues Taroth - Lava,"Pugnali Taroth ""Lava""","Taroth-Dolche ""Lavasioth""",Dagas Taroth (Lavasioth),Adaga Taroth Lavas.,Sztylety Taroth „Lavasioth”,Ножи тарот: лавасиот,가이라대거-용암,鎧羅小刀‧熔岩,"خناجر تاروث ""لافاسيوث"""
"Taroth Daggers ""Magma""",dual-blades,ガイラダガー・熔山,Dagues Taroth - Zorah,"Pugnali Taroth ""Zorah""","Taroth-Dolche ""Zorah""",Dagas Taroth (Zorah),Adaga Taroth Zorah,Sztylety Taroth „Zorah”,Ножи тарот: Дзора,가이라대거-용산,鎧羅小刀‧熔山,"خناجر تاروث ""زوراه"""
"Taroth Daggers ""Water""",dual-blades,ガイラダガー・水,Dagues Taroth - Eau,"Pugnali Taroth ""Acqua""","Taroth-Dolche ""Wasser""",Dagas Taroth (agua),Adaga Taroth Água,Sztylety Taroth „Woda”,Ножи тарот: вода,가이라대거-물,鎧羅小刀‧水,"خناجر تاروث ""الماء"""
"Taroth Daggers ""Ice""",dual-blades,ガイラダガー・氷,Dagues Taroth - Glace,"Pugnali Taroth ""Ghiaccio""","Taroth-Dolche ""Eis""",Dagas Taroth (hielo),Adaga Taroth Gelo,Sztylety Taroth „Lód”,Ножи тарот: лед,가이라대거-얼음,鎧羅小刀‧冰,"خناجر تاروث ""الثلج"""
"Taroth Daggers ""Poison""",dual-blades,ガイラダガー・毒,Dagues Taroth - Poison,"Pugnali Taroth ""Veleno""","Taroth-Dolche ""Gift""",Dagas Taroth (veneno),Adaga Taroth Veneno,Sztylety Taroth „Trucizna”,Ножи тарот: яд,가이라대거-독,鎧羅小刀‧毒,"خناجر تاروث ""السم"""
"Taroth Daggers ""Fire""",dual-blades,ガイラダガー・火,Dagues Taroth - Feu,"Pugnali Taroth ""Fuoco""","Taroth-Dolche ""Feuer""",Dagas Taroth (fuego),Adaga Taroth Fogo,Sztylety Taroth „Ogień”,Ножи тарот: огонь,가이라대거-불,鎧羅小刀‧火,"خناجر تاروث ""نار"""
Gold Water Bludgeon,hammer,金色の鎚・水,Marteau d'or - Eau,Clava oro acqua,"Goldknüppel ""Wasser""",Martillo Áureo (agua),Espanc. Água de Ouro,Pałka Złotej Wody,Золотая палица воды,금빛 해머-물,金色的鎚子‧水,هراوة الماء الذهبية
Gold Ice Bludgeon,hammer,金色の鎚・氷,Marteau d'or - Glace,Clava oro ghiaccio,"Goldknüppel ""Eis""",Martillo Áureo (hielo),Espanc. Gelo de Ouro,Pałka Złotego Lodu,Золотая палица льда,금빛 해머-얼음,金色的鎚子‧冰,هراوة الثلج الذهبية
Gold Thunder Bludgeon,hammer,金色の鎚・雷,Marteau d'or - Foudre,Clava oro tuono,"Goldknüppel ""Donner""",Martillo Áureo (rayo),Espanc. Raio de Ouro,Pałka Złotego Pioruna,Золотая палица грозы,금빛 해머-번개,金色的鎚子‧雷,هراوة الرعد الذهبية
Thief Gold Bludgeon,hammer,金色の鎚・掻,Marteau d'or - Kulu,Clava oro Kulu,"Goldknüppel ""Kulu""",Martillo Áureo (Kulu),Espanc. Ouro Kulu,Złota Pałka z Kulu,Золотая палица кулу,금빛 해머-조,金色的鎚子‧搔,هراوة كولو الذهبية
Spew Gold Bludgeon,hammer,金色の鎚・毒妖,Marteau d'or - Pukei,Clava oro Pukei,"Goldknüppel ""Pukei""",Martillo Áureo (Pukei),Espanc. Ouro Pukei,Złota Pałka z Pukei,Золотая палица поки,금빛 해머-독요,金色的鎚子‧毒妖,هراوة بوكي الذهبية
Mud Gold Bludgeon,hammer,金色の鎚・土砂,Marteau d'or - Barroth,Clava oro Barroth,"Goldknüppel ""Barroth""",Martillo Áureo (Barroth),Espanc. Ouro Barroth,Złota Pałka z Barrotha,Зол. палица баррота,금빛 해머-토사,金色的鎚子‧土砂,هراوة باروث الذهبية
Rage Gold Bludgeon,hammer,金色の鎚・蛮顎,Marteau d'or - Anja,Clava oro Anja,"Goldknüppel ""Anja""",Martillo Áureo (Anja),Espanc. Ouro Anja,Złota Pałka z Anja,Зол. палица аньяната,금빛 해머-만악,金色的鎚子‧蠻顎,هراوة أنجا الذهبية
Numb Gold Bludgeon,hammer,金色の鎚・痺賊,Marteau d'or - Girros,Clava oro Girros,"Goldknüppel ""Girros""",Martillo Áureo (Girros),Espanc. Ouro Girros,Złota Pałka z Girrosa,Зол. палица гирроса,금빛 해머-비적,金色的鎚子‧痺賊,هراوة غيروس الذهبية
Tar Gold Bludgeon,hammer,金色の鎚・骨鎚,Marteau d'or - Rado,Clava oro Baan,"Goldknüppel ""Baan""",Martillo Áureo (Radob.),Espanc. Ouro Radob.,Złota Pałka z Radobaana,Зол. палица радоб-на,금빛 해머-골추,金色的鎚子‧骨鎚,هراوة رادوبان الذهبية
Decay Gold Bludgeon,hammer,金色の鎚・屍套,Marteau d'or - Vaal,Clava oro Vaal,"Goldknüppel ""Vaal""",Martillo Áureo (Vaal),Espanc. Ouro Vaal,Złota Pałka z Vaala,Золотая палица ваала,금빛 해머-시투,金色的鎚子‧屍套,هراوة فال الذهبية
Horn Gold Bludgeon,hammer,金色の鎚・角,Marteau d'or - Diablos,Clava oro Diablos,"Goldknüppel ""Diablos""",Martillo Áureo (Diablos),Espanc. Ouro Diablos,Złota Pałka z Diablosa,Зол. палица диаблоса,금빛 해머-각,金色的鎚子‧角,هراوة ديابلوس الذهبية
Gyre Gold Bludgeon,hammer,金色の鎚・爆鎚,Marteau d'or - Ura,Clava oro Uragaan,"Goldknüppel ""Uragaan""",Martillo Áureo (Uragaan),Espanc. Ouro Uragaan,Złota Pałka z Uragaana,Зол. палица урагаана,금빛 해머-폭추,金色的鎚子‧爆鎚,هراوة أوراغان الذهبية
"Taroth Hammer ""Thief""",hammer,ガイラハンマー・掻,Masse Taroth - Kulu,"Martello Taroth ""Kulu""","Taroth-Hammer ""Kulu""",Mazo Taroth (Kulu),Martelo Taroth Kulu,Młot Taroth „Kulu”,Молот тарот: кулу,가이라해머-조,鎧羅大錘‧搔,"مطرقة تاروث ""كولو"""
"Taroth Hammer ""Spew""",hammer,ガイラハンマー・毒妖,Masse Taroth - Pukei,"Martello Taroth ""Pukei""","Taroth-Hammer ""Pukei""",Mazo Taroth (Pukei),Martelo Taroth Pukei,Młot Taroth „Pukei”,Молот тарот: поки,가이라해머-독요,鎧羅大錘‧毒妖,"مطرقة تاروث ""بوكي"""
"Taroth Hammer ""Mud""",hammer,ガイラハンマー・土砂,Masse Taroth - Barroth,"Martello Taroth ""Barroth""","Taroth-Hammer ""Barroth""",Mazo Taroth (Barroth),Mart. Taroth Barroth,Młot Taroth „Barroth”,Молот тарот: баррот,가이라해머-토사,鎧羅大錘‧土砂,"مطرقة تاروث ""باروث"""
"Taroth Hammer ""Rage""",hammer,ガイラハンマー・蛮顎,Masse Taroth - Anja,"Martello Taroth ""Anja""","Taroth-Hammer ""Anja""",Mazo Taroth (Anja),Martelo Taroth Anja,Młot Taroth „Anja”,Молот тарот: аньянат,가이라해머-만악,鎧羅大錘‧蠻顎,"مطرقة تاروث ""أنجا"""
"Taroth Hammer ""Numb""",hammer,ガイラハンマー・痺賊,Masse Taroth - Girros,"Martello Taroth ""Girros""","Taroth-Hammer ""Girros""",Mazo Taroth (Girros),Mart. Taroth Girros,Młot Taroth „Girros”,Молот тарот: гиррос,가이라해머-비적,鎧羅大錘‧痺賊,"مطرقة تاروث ""غيروس"""
"Taroth Hammer ""Tar""",hammer,ガイラハンマー・骨鎚,Masse Taroth - Rado,"Martello Taroth ""Baan""","Taroth-Hammer ""Baan""",Mazo Taroth (Radobaan),Mart. Taroth Radob.,Młot Taroth „Radobaan”,Молот тарот: радоб-н,가이라해머-골추,鎧羅大錘‧骨鎚,"مطرقة تاروث ""رادوبان"""
"Taroth Hammer ""Decay""",hammer,ガイラハンマー・屍套,Masse Taroth - Vaal,"Martello Taroth ""Vaal""","Taroth-Hammer ""Vaal""",Mazo Taroth (Vaal),Martelo Taroth Vaal,Młot Taroth „Vaal”,Молот тарот: ваал,가이라해머-시투,鎧羅大錘‧屍套,"مطرقة تاروث ""فال"""
"Taroth Hammer ""Horn""",hammer,ガイラハンマー・角,Masse Taroth - Diablos,"Martello Taroth ""Diablos""","Taroth-Hammer ""Diablos""",Mazo Taroth (Diablos),Mart. Taroth Diablos,Młot Taroth „Diablos”,Молот тарот: диаблос,가이라해머-각,鎧羅大錘‧角,"مطرقة تاروث ""ديابلوس"""
"Taroth Hammer ""Gyre""",hammer,ガイラハンマー・爆鎚,Masse Taroth - Ura,"Martello Taroth ""Uragaan""","Taroth-Hammer ""Uragaan""",Mazo Taroth (Uragaan),Mart. Taroth Uragaan,Młot Taroth „Uragaan”,Молот тарот: урагаан,가이라해머-폭추,鎧羅大錘‧爆鎚,"مطرقة تاروث ""أوراغان"""
"Taroth Hammer ""Water""",hammer,ガイラハンマー・水,Masse Taroth - Eau,"Martello Taroth ""Acqua""","Taroth-Hammer ""Wasser""",Mazo Taroth (agua),Martelo Taroth Água,Młot Taroth „Woda”,Молот тарот: вода,가이라해머-물,鎧羅大錘‧水,"مطرقة تاروث ""الماء"""
"Taroth Hammer ""Ice""",hammer,ガイラハンマー・氷,Masse Taroth - Glace,"Martello Taroth ""Ghiaccio""","Taroth-Hammer ""Eis""",Mazo Taroth (hielo),Martelo Taroth Gelo,Młot Taroth „Lód”,Молот тарот: лед,가이라해머-얼음,鎧羅大錘‧冰,"مطرقة تاروث ""الثلج"""
"Taroth Hammer ""Thunder""",hammer,ガイラハンマー・雷,Masse Taroth - Foudre,"Martello Taroth ""Tuono""","Taroth-Hammer ""Donner""",Mazo Taroth (rayo),Martelo Taroth Raio,Młot Taroth „Piorun”,Молот тарот: гроза,가이라해머-번개,鎧羅大錘‧雷,"مطرقة تاروث ""الرعد"""
"Taroth Hammer ""Sleep""",hammer,ガイラハンマー・睡眠,Masse Taroth - Sommeil,"Martello Taroth ""Sonno""","Taroth-Hammer ""Schlaf""",Mazo Taroth (sueño),Martelo Taroth Sono,Młot Taroth „Sen”,Молот тарот: сон,가이라해머-수면,鎧羅大錘‧睡眠,"مطرقة تاروث ""النوم"""
Gold Water Flute,hunting-horn,金色の龍笛・水,Musette d'or - Eau,Flauto oro acqua,"Goldflöte ""Wasser""",Cuerno Áureo (agua),Flauta Água de Ouro,Flet Złotej Wody,Золотая флейта воды,금빛 용피리-물,金色的龍笛‧水,مزمار الماء الذهبي
Gold Dragon Flute,hunting-horn,金色の龍笛・龍,Musette d'or - Dragon,Flauto oro drago,"Goldflöte ""Drache""",Cuerno Áureo (draco),Flauta Dragão Ouro,Flet Złotego Smoka,Зол. флейта дракона,금빛 용피리-용,金色的龍笛‧龍,مزمار التنين الذهبي
Gold Paralysis Flute,hunting-horn,金色の龍笛・麻痺,Musette d'or - Paralysie,Flauto oro paralisi,"Goldflöte ""Lähmung""",Cuerno Áureo (parálisis),Flauta Paralis. Ouro,Flet Złotego Paraliżu,Зол. флейта паралича,금빛 용피리-마비,金色的龍笛‧麻痺,مزمار الشلل الذهبي
Buzzer Gold Flute,hunting-horn,金色の龍笛・飛甲,Musette d'or - Vespoid,Flauto oro Vespoid,"Goldflöte ""Vespoid""",Cuerno Áureo (Vespoid),Flauta Ouro Vesp.,Złoty Flet z Vespoida,Золот. флейта осоида,금빛 용피리-비갑,金色的龍笛‧飛甲,مزمار فيسبويد الذهبي
Thief Gold Flute,hunting-horn,金色の龍笛・掻,Musette d'or - Kulu,Flauto oro Kulu,"Goldflöte ""Kulu""",Cuerno Áureo (Kulu),Flauta Ouro Kulu,Złoty Flet z Kulu,Золотая флейта кулу,금빛 용피리-조,金色的龍笛‧搔,مزمار كولو الذهبي
Spew Gold Flute,hunting-horn,金色の龍笛・毒妖,Musette d'or - Pukei,Flauto oro Pukei,"Goldflöte ""Pukei""",Cuerno Áureo (Pukei),Flauta Ouro Pukei,Złoty Flet z Pukei,Золотая флейта поки,금빛 용피리-독요,金色的龍笛‧毒妖,مزمار بوكي الذهبي
Rage Gold Flute,hunting-horn,金色の龍笛・蛮顎,Musette d'or - Anja,Flauto oro Anja,"Goldflöte ""Anja""",Cuerno Áureo (Anja),Flauta Ouro Anja,Złoty Flet z Anja,Зол. флейта аньяната,금빛 용피리-만악,金色的龍笛‧蠻顎,مزمار أنجا الذهبي
Drifter Gold Flute,hunting-horn,金色の龍笛・浮空,Musette d'or - Pao,Flauto oro Lumu,"Goldflöte ""Paolumu""",Cuerno Áureo (Paolumu),Flauta Ouro Paolumu,Złoty Flet z Paolumu,Зол. флейта паолуму,금빛 용피리-부공,金色的龍笛‧浮空,مزمار باولومو الذهبي
Stream Gold Flute,hunting-horn,金色の龍笛・風漂,Musette d'or - Legia,Flauto oro Legia,"Goldflöte ""Legia""",Cuerno Áureo (Legia),Flauta Ouro Legia,Złoty Flet z Legiany,Зол. флейта легианы,금빛 용피리-풍표,金色的龍笛‧風漂,مزمار ليغيانا الذهبي
Tar Gold Flute,hunting-horn,金色の龍笛・骨鎚,Musette d'or - Rado,Flauto oro Baan,"Goldflöte ""Baan""",Cuerno Áureo (Radobaan),Flauta Ouro Radobaan,Złoty Flet z Radobaana,Зол. флейта радоб-на,금빛 용피리-골추,金色的龍笛‧骨鎚,مزمار رادوبان الذهبي
Myth Gold Flute,hunting-horn,金色の龍笛・幻,Musette d'or - Kirin,Flauto oro Kirin,"Goldflöte ""Kirin""",Cuerno Áureo (Kirin),Flauta Ouro Kirin,Złoty Flet z Kirina,Золот. флейта кирина,금빛 용피리-환,金色的龍笛‧幻,مزمار كيرين الذهبي
Crusher Gold Flute,hunting-horn,金色の龍笛・岩賊,Musette d'or - Dodo,Flauto oro Dodo,"Goldflöte ""Dodo""",Cuerno Áureo (Dodogama),Flauta Ouro Dodo,Złoty Flet z Dodo,Зол. флейта додогамы,금빛 용피리-암적,金色的龍笛‧岩賊,مزمار دودوغما الذهبي
"Taroth Pipe ""Buzzer""",hunting-horn,ガイラパイプ・飛甲,Cornemuse Taroth - Vespoid,"Corno Taroth ""Vespoid""","Taroth-Flöte ""Vespoid""",Gaita Taroth (Vespoid),Fole Taroth Vesp.,Dudy Taroth „Vespoid”,Труба тарот: осоид,가이라파이프-비갑,鎧羅風笛‧飛甲,"ناي تاروث ""فيسبويد"""
"Taroth Pipe ""Thief""",hunting-horn,ガイラパイプ・掻,Cornemuse Taroth - Kulu,"Corno Taroth ""Kulu""","Taroth-Flöte ""Kulu""",Gaita Taroth (Kulu),Fole Taroth Kulu,Dudy Taroth „Kulu”,Труба тарот: кулу,가이라파이프-조,鎧羅風笛‧搔,"ناي تاروث ""كولو"""
